ZE1	Shetland Islands		60.1375	-1.2839
ZE3	Shetland Islands		59.8737	-1.3057
ZE2	Shetland Islands		60.7171	-1.0152
Zelah	Cornwall	v	50.3257	-5.0766
Zeals	Wiltshire	v	51.0851	-2.313
Zeal Monachorum	Mid Devon	v	50.8214	-3.8198
Zouch	Rushcliffe	v	52.8061	-1.2494
Zennor	Cornwall	h	50.1915	-5.5676
Zeals Row	Wiltshire	h	51.0869	-2.325
